2024-02-07 19:03:58,889: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-07 19:03:59,533: root: INFO: Current backtesting datetime 2023-01-03 08:30:00-05:00
2024-02-07 19:03:59,534: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-07 19:03:59,534: root: INFO: Current backtesting datetime 2023-01-03 09:30:00-05:00
2024-02-07 19:03:59,534: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-07 19:03:59,535: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-07 19:03:59[0m
2024-02-07 19:03:59,535: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:04:00,160: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:04:00,343: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-07 19:04:00[0m
2024-02-07 19:04:00,346: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-07 19:04:00,348: root: INFO: Current backtesting datetime 2023-01-03 16:00:00-05:00
2024-02-07 19:04:00,348: root: INFO: Current backtesting datetime 2023-01-04 09:30:00-05:00
2024-02-07 19:04:00,350: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-07 19:04:00[0m
2024-02-07 19:04:00,350: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:04:00,352: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:04:00,411: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-07 19:04:00[0m
2024-02-07 19:04:00,414: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-07 19:04:00,415: root: INFO: Current backtesting datetime 2023-01-04 16:00:00-05:00
2024-02-07 19:04:00,415: root: INFO: Current backtesting datetime 2023-01-05 09:30:00-05:00
2024-02-07 19:04:00,416: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-07 19:04:00[0m
2024-02-07 19:04:00,417: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:04:00,418: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:04:00,559: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-07 19:04:00[0m
