2024-02-07 19:46:03,897: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-07 19:46:04,684: root: INFO: Current backtesting datetime 2023-01-03 08:30:00-05:00
2024-02-07 19:46:04,685: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-07 19:46:04,685: root: INFO: Current backtesting datetime 2023-01-03 09:30:00-05:00
2024-02-07 19:46:04,685: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-07 19:46:04,686: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-07 19:46:04[0m
2024-02-07 19:46:04,686: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:46:04,690: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:46:05,854: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-07 19:46:05[0m
2024-02-07 19:46:05,855: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-07 19:46:05,856: root: INFO: Current backtesting datetime 2023-01-03 16:00:00-05:00
2024-02-07 19:46:05,856: root: INFO: Current backtesting datetime 2023-01-04 09:30:00-05:00
2024-02-07 19:46:05,856: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-07 19:46:05[0m
2024-02-07 19:46:05,856: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:46:05,857: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:46:06,105: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-07 19:46:06[0m
2024-02-07 19:46:06,106: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-07 19:46:06,106: root: INFO: Current backtesting datetime 2023-01-04 16:00:00-05:00
2024-02-07 19:46:06,106: root: INFO: Current backtesting datetime 2023-01-05 09:30:00-05:00
2024-02-07 19:46:06,107: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-07 19:46:06[0m
2024-02-07 19:46:06,107: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:46:06,107: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:46:06,420: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-07 19:46:06[0m
2024-02-07 19:46:06,421: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-07 19:46:06,422: root: INFO: Current backtesting datetime 2023-01-05 16:00:00-05:00
2024-02-07 19:46:06,422: root: INFO: Current backtesting datetime 2023-01-06 09:30:00-05:00
2024-02-07 19:46:06,423: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-07 19:46:06[0m
2024-02-07 19:46:06,423: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:46:06,423: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:46:06,828: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-07 19:46:06[0m
2024-02-07 19:46:06,830: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-07 19:46:06,831: root: INFO: Current backtesting datetime 2023-01-06 16:00:00-05:00
2024-02-07 19:46:06,831: root: INFO: Current backtesting datetime 2023-01-07 09:30:00-05:00
2024-02-07 19:46:06,831: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-02-07 19:46:06,832: root: INFO: Current backtesting datetime 2023-01-07 09:29:00-05:00
2024-02-07 19:46:06,833: root: INFO: Current backtesting datetime 2023-01-07 09:29:00-05:00
2024-02-07 19:46:06,833: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-07 19:46:06,834: root: INFO: Current backtesting datetime 2023-01-09 08:30:00-05:00
2024-02-07 19:46:06,834: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-07 19:46:06,835: root: INFO: Current backtesting datetime 2023-01-09 09:30:00-05:00
2024-02-07 19:46:06,835: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-07 19:46:06,835: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-07 19:46:06[0m
2024-02-07 19:46:06,835: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:46:06,882: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-07 19:46:07,147: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-07 19:46:07[0m
2024-02-07 19:46:07,147: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-07 19:46:07,148: root: INFO: Current backtesting datetime 2023-01-09 16:00:00-05:00
2024-02-07 19:46:07,148: root: INFO: Current backtesting datetime 2023-01-10 09:30:00-05:00
