time,strategy,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2021-01-14 09:30:00-05:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2021-01-14 09:30:00-05:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,380.5899963378906,210.0,0.0
2021-02-18 09:30:00-05:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2021-02-18 09:30:00-05:00,MLTrader,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2021-02-18 09:30:00-05:00,MLTrader,SPY,buy,market,new,1,day,0.0,1,stock,,,
2021-02-18 09:30:00-05:00,MLTrader,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2021-02-18 09:30:00-05:00,MLTrader,SPY,buy,market,fill,1,day,0.0,1,stock,389.5899963378906,210.0,0.0
2021-02-18 09:30:00-05:00,MLTrader,SPY,buy,market,fill,1,gtc,0.0,1,stock,389.5899963378906,369.0,0.0
2021-08-23 08:30:00-04:00,MLTrader,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-08-23 08:30:00-04:00,MLTrader,SPY,sell,limit,fill,1,day,0.0,1,stock,448.02849578857416,369.0,0.0
2021-10-08 09:30:00-04:00,MLTrader,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-08 09:30:00-04:00,MLTrader,SPY,buy,market,fill,1,gtc,0.0,1,stock,439.4800109863281,218.0,0.0
2021-12-09 09:30:00-05:00,MLTrader,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2021-12-09 09:30:00-05:00,MLTrader,SPY,buy,market,fill,1,gtc,0.0,1,stock,468.1499938964844,41.0,0.0
2022-01-03 09:30:00-05:00,MLTrader,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2022-01-03 09:30:00-05:00,MLTrader,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2022-01-03 09:30:00-05:00,MLTrader,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2022-01-03 09:30:00-05:00,MLTrader,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2022-01-03 09:30:00-05:00,MLTrader,SPY,sell,market,new,1,day,0.0,1,stock,,,
2022-01-03 09:30:00-05:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-01-03 09:30:00-05:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,476.29998779296875,9.0,0.0
2022-01-03 09:30:00-05:00,MLTrader,SPY,sell,market,fill,1,day,0.0,1,stock,476.29998779296875,259.0,0.0
2022-01-14 09:30:00-05:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-01-14 09:30:00-05:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,461.19000244140625,230.0,0.0
2022-01-21 09:30:00-05:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-01-21 09:30:00-05:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,445.55999755859375,429.0,0.0
2022-02-18 09:30:00-05:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-02-18 09:30:00-05:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,437.3299865722656,787.0,0.0
2022-03-04 09:30:00-05:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-03-04 09:30:00-05:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,431.75,1434.0,0.0
2022-03-14 09:30:00-04:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-03-14 09:30:00-04:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,419.7699890136719,2655.0,0.0
2022-03-16 09:30:00-04:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
