datetime,portfolio_value,cash,return
2022-01-03 09:30:00-05:00,100000.0,100000.0,
2022-01-03 10:30:00-05:00,100000.0,50020.0,0.0
2022-01-03 11:30:00-05:00,100000.0,50020.0,0.0
2022-01-03 12:30:00-05:00,100000.0,50020.0,0.0
2022-01-03 13:30:00-05:00,100000.0,50020.0,0.0
2022-01-03 14:30:00-05:00,100000.0,50020.0,0.0
2022-01-03 15:30:00-05:00,100000.0,50020.0,0.0
2022-01-03 16:30:00-05:00,100000.0,50020.0,0.0
2022-01-04 09:30:00-05:00,102499.0,102499.0,0.024990000000000068
2022-01-04 10:30:00-05:00,102499.0,-51252.51231384277,0.0
2022-01-04 11:30:00-05:00,100959.87778442384,-1572.3323138427659,-0.015015972990723436
2022-01-04 12:30:00-05:00,100959.87778442384,-1572.3323138427659,0.0
2022-01-04 13:30:00-05:00,100959.87778442384,-1572.3323138427659,0.0
2022-01-04 14:30:00-05:00,100959.87778442384,-1572.3323138427659,0.0
2022-01-04 15:30:00-05:00,100959.87778442384,-1572.3323138427659,0.0
2022-01-04 16:30:00-05:00,100959.87778442384,-1572.3323138427659,0.0
2022-01-05 09:30:00-05:00,101648.14881103516,-1319.5823138427659,0.006817272779202188
2022-01-05 10:30:00-05:00,101648.14881103516,-1319.5823138427659,0.0
