time,strategy,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2021-01-05 09:30:00-05:00,MLTrader,CRM,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-05 09:30:00-05:00,MLTrader,AMAT,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-05 09:30:00-05:00,MLTrader,CRM,buy,market,fill,1,gtc,0.0,1,stock,219.49000549316406,91.0,0.0
2021-01-05 09:30:00-05:00,MLTrader,AMAT,buy,market,fill,1,gtc,0.0,1,stock,86.4000015258789,231.0,0.0
2021-01-06 09:30:00-05:00,MLTrader,NFLX,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-06 09:30:00-05:00,MLTrader,VZ,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-06 09:30:00-05:00,MLTrader,GE,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-06 09:30:00-05:00,MLTrader,AMAT,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-06 09:30:00-05:00,MLTrader,LMT,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-06 09:30:00-05:00,MLTrader,LMT,buy,market,fill,1,gtc,0.0,1,stock,343.0,35.0,0.0
2021-01-06 09:30:00-05:00,MLTrader,NFLX,buy,market,fill,1,gtc,0.0,1,stock,511.9700012207031,23.0,0.0
2021-01-06 09:30:00-05:00,MLTrader,AMAT,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-01-06 09:30:00-05:00,MLTrader,AMAT,sell,limit,fill,1,day,0.0,1,stock,90.72000160217286,231.0,0.0
2021-01-06 09:30:00-05:00,MLTrader,AMAT,buy,market,fill,1,gtc,0.0,1,stock,88.29000091552734,136.0,0.0
2021-01-06 09:30:00-05:00,MLTrader,VZ,buy,market,fill,1,gtc,0.0,1,stock,58.810001373291016,204.0,0.0
2021-01-06 09:30:00-05:00,MLTrader,GE,buy,market,fill,1,gtc,0.0,1,stock,67.63465881347656,178.0,0.0
2021-01-07 09:30:00-05:00,MLTrader,GOOGL,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-07 09:30:00-05:00,MLTrader,COST,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-07 09:30:00-05:00,MLTrader,AMAT,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-07 09:30:00-05:00,MLTrader,LMT,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-07 09:30:00-05:00,MLTrader,GE,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-01-07 09:30:00-05:00,MLTrader,GE,sell,limit,fill,1,day,0.0,1,stock,72.19359588623047,178.0,0.0
2021-01-07 09:30:00-05:00,MLTrader,GOOGL,buy,market,fill,1,gtc,0.0,1,stock,86.33799743652344,49.0,0.0
2021-01-07 09:30:00-05:00,MLTrader,COST,buy,market,fill,1,gtc,0.0,1,stock,371.010009765625,11.0,0.0
2021-01-07 09:30:00-05:00,MLTrader,LMT,buy,market,fill,1,gtc,0.0,1,stock,344.3599853515625,12.0,0.0
2021-01-07 09:30:00-05:00,MLTrader,AMAT,sell,stop,canceled,1,day,0.0,1,stock,,,
